year,event,sex,position,name,country,mark
1993,long jump,women,1,Heike Drechsler,GER,7.11
1993,long jump,women,2,Larisa Berezhnaya,UKR,6.98
1993,long jump,women,3,Renata Nielsen,DEN,6.76
1993,long jump,women,4,Olena Khlopotnova,UKR,6.75
1993,long jump,women,5,Lyudmila Galkina,RUS,6.74
1993,long jump,women,6,Ljudmila Ninova-Rudoll,AUT,6.73
1993,long jump,women,7,Nicole Boegman,AUS,6.70
1993,long jump,women,8,Agata Karczmarek,POL,6.57
1993,long jump,women,9,Susen Tiedtke,GER,6.54
1993,long jump,women,10,Yelena Sinchukova,RUS,6.52
1993,long jump,women,11,Mirela Dulgheru-Renda,ROU,6.48
1993,long jump,women,12,Valentina Uccheddu,ITA,6.38
1993,triple jump,men,1,Mike Conley,USA,17.86
1993,triple jump,men,2,Leonid Voloshin,RUS,17.65
1993,triple jump,men,3,Jonathan Edwards,GBR,17.44
1993,triple jump,men,4,Ralf Jaros,GER,17.34
1993,triple jump,men,5,Pierre Camara,FRA,17.28
1993,triple jump,men,6,Denis Kapustin,RUS,17.19
1993,triple jump,men,7,Anisio Souza da Silva,BRA,17.19
1993,triple jump,men,8,Brian Wellman,BER,17.12
1993,triple jump,men,9,Serge Hélan,FRA,17.09
1993,triple jump,men,10,Kenny Harrison,USA,17.06
1993,triple jump,men,11,Jérôme Romain,DMA,16.98
1993,triple jump,men,12,Yoelbi Quesada,CUB,16.77
1993,triple jump,men,13,Oleg Denishchik,BLR,16.61
1993,triple jump,women,1,Anna Biryukova,RUS,15.09
1993,triple jump,women,2,Iolanda Chen,RUS,14.70
1993,triple jump,women,3,Iva Prandzheva,BUL,14.23
1993,triple jump,women,4,Niurka Montalvo,CUB,14.22
1993,triple jump,women,5,Helga Radtke,GER,14.19
1993,triple jump,women,6,Antonella Capriotti,ITA,14.18
1993,triple jump,women,7,Šárka Kašparkova,CZE,14.16
1993,triple jump,women,8,Urszula Wlodarczyk,POL,13.80
1993,triple jump,women,9,Michelle Griffith-Robinson,GBR,13.69
1993,triple jump,women,10,Jelena Blazevica,LAT,13.57
1993,triple jump,women,11,Ljudmila Ninova-Rudoll,AUT,13.30
1993,triple jump,women,12,Monica Toth,ROU,12.87
1993,triple jump,women,,Inna Lasovskaya,RUS,NM
1993,shot put,men,1,Werner Günthör,SUI,21.97
1993,shot put,men,2,Randy Barnes,USA,21.80
1993,shot put,men,3,Oleksandr Bagach,UKR,20.40
1993,shot put,men,4,Yevgeniy Palchikov,RUS,20.05
1993,shot put,men,5,Dragan Peric,SCG,19.95
1993,shot put,men,6,Gert Weil,CHI,19.95
1993,shot put,men,7,Oliver-Sven Buder,GER,19.74
1993,shot put,men,8,Jonny Reinhardt,GER,19.53
1993,shot put,men,9,Kevin Toth,USA,19.52
1993,shot put,men,10,Kent Larsson,SWE,19.12
1993,shot put,men,11,Manuel Martínez,ESP,19.03
1993,shot put,men,,Mike Stulce,USA,DQ
1993,shot put,women,1,Zhihong Huang,CHN,20.57
1993,shot put,women,2,Svetlana Krivelyova,RUS,19.97
1993,shot put,women,3,Kathrin Neimke,GER,19.71
1993,shot put,women,4,Xinmei Sui,CHN,19.61
1993,shot put,women,5,Yuzhen Cong,CHN,19.58
1993,shot put,women,6,Astrid Kumbernuss,GER,19.42
1993,shot put,women,7,Valentina Fedyushina,UKR,19.27
1993,shot put,women,8,Belsy Laza,CUB,19.27
1993,shot put,women,9,Larisa Peleshenko,RUS,19.22
1993,shot put,women,10,Svetla Mitkova-Sinirtas,BUL,18.91
1993,shot put,women,11,Stephanie Storp,GER,18.83
1993,shot put,women,12,Ramona Pagel,USA,17.77
1993,discus throw,men,1,Lars Riedel,GER,67.72
1993,discus throw,men,2,Dmitriy Shevchenko,RUS,66.90
1993,discus throw,men,3,Jürgen Schult,GER,66.12
1993,discus throw,men,4,Costel Grasu,ROU,65.24
1993,discus throw,men,5,Vladimir Zinchenko,UKR,62.02
1993,discus throw,men,6,Nick Sweeney,IRL,61.66
1993,discus throw,men,7,Vasili Kaptyukh,BLR,61.64
1993,discus throw,men,8,Mike Buncic,USA,61.06
1993,discus throw,men,9,Luis Delís,CUB,60.76
1993,discus throw,men,10,Anthony Washington,USA,60.72
1993,discus throw,men,11,Vaclovas Kidykas,LTU,58.62
1993,discus throw,men,,Romas Ubartas,LTU,DQ
1993,discus throw,women,1,Olga Chernyavskaya,RUS,67.40
1993,discus throw,women,2,Daniela Costian,AUS,65.36
1993,discus throw,women,3,Chunfeng Min,CHN,65.26
1993,discus throw,women,4,Maritza Martén,CUB,64.62
1993,discus throw,women,5,Anja Möllenbeck,GER,62.92
1993,discus throw,women,6,Bárbara Hechavarría,CUB,62.52
1993,discus throw,women,7,Nicoleta Grasu,ROU,62.10
1993,discus throw,women,8,Franka Dietzsch,GER,62.06
1993,discus throw,women,9,Vladimíra Racková,CZE,61.10
1993,discus throw,women,10,Larisa Mikhalchenko,UKR,60.76
1993,discus throw,women,11,Ilke Wyludda,GER,60.42
1993,discus throw,women,,Qiaoping Qiu,CHN,NM
1993,hammer throw,men,1,Andrey Abduvaliyev,TJK,81.64
1993,hammer throw,men,2,Igor Astapkovich,BLR,79.88
1993,hammer throw,men,3,Tibor Gécsek,HUN,79.54
1993,hammer throw,men,4,Sergey Alay,BLR,79.02
1993,hammer throw,men,5,Vasiliy Sidorenko,RUS,78.86
1993,hammer throw,men,6,Aleksandr Seleznyov,RUS,78.58
1993,hammer throw,men,7,Sergey Litvinov,RUS,78.56
1993,hammer throw,men,8,Christophe Épalle,FRA,76.22
1993,hammer throw,men,9,Lance Deal,USA,76.20
1993,hammer throw,men,10,Raphaël Piolanti,FRA,75.88
1993,hammer throw,men,11,Vadim Kolesnik,UKR,73.08
1993,hammer throw,men,,Andriy Skvaruk,UKR,NM
1993,javelin throw,men,1,Jan Zelezný,CZE,85.98
1993,javelin throw,men,2,Kimmo Kinnunen,FIN,84.78
1993,javelin throw,men,3,Mick Hill,GBR,82.96
1993,javelin throw,men,4,Steve Backley,GBR,81.80
1993,javelin throw,men,5,Ari Pakarinen,FIN,81.08
1993,javelin throw,men,6,Dag Wennlund,SWE,80.52
1993,javelin throw,men,7,Vladimir Sasimovich,BLR,78.70
1993,javelin throw,men,8,Patrik Bodén,SWE,78.00
1993,javelin throw,men,9,Tom Pukstys,USA,77.92
1993,javelin throw,men,10,Terry McHugh,IRL,76.22
1993,javelin throw,men,11,Milos Steigauf,CZE,70.78
1993,javelin throw,men,,Dmitriy Polyunin,UZB,DQ
1993,javelin throw,women,1,Trine Hattestad,NOR,69.18
1993,javelin throw,women,2,Karen Forkel,GER,65.80
1993,javelin throw,women,3,Natalya Shikolenko,BLR,65.64
1993,javelin throw,women,4,Tatyana Shikolenko,BLR,65.18
1993,javelin throw,women,5,Yekaterina Ivakina,RUS,65.12
1993,javelin throw,women,6,Silke Renk,GER,64.00
1993,javelin throw,women,7,Claudia Isaila,ROU,61.54
1993,javelin throw,women,8,Felicia Tilea-Moldovan,ROU,61.24
1993,javelin throw,women,9,Steffi Nerius,GER,60.26
1993,javelin throw,women,10,Antoaneta Todorova-Selenska,BUL,58.82
1993,javelin throw,women,11,Heli Rantanen,FIN,53.14
1993,javelin throw,women,,Terese Nekrosaite,LTU,NM
1993,10 kilometres race walk,women,1,Sari Essayah,FIN,42:59
1993,10 kilometres race walk,women,2,Ileana Salvador,ITA,43:08
1993,10 kilometres race walk,women,3,Encarna Granados,ESP,43:21
1993,10 kilometres race walk,women,4,Elisabetta Perrone,ITA,43:26
1993,10 kilometres race walk,women,5,Beate Gummelt,GER,43:28
1993,10 kilometres race walk,women,6,Katarzyna Radtke,POL,43:33
1993,10 kilometres race walk,women,7,Yelena Nikolayeva,RUS,43:47
1993,10 kilometres race walk,women,8,Yelena Sayko,RUS,43:56
1993,10 kilometres race walk,women,9,Anna Rita Sidoti,ITA,44:13
1993,10 kilometres race walk,women,10,Mária Rosza-Urbanik,HUN,44:17
1993,10 kilometres race walk,women,11,Susana Feitor,POR,45:06
1993,10 kilometres race walk,women,12,Yelena Arshintseva,RUS,45:17
1993,10 kilometres race walk,women,13,Tatyana Ragozina,UKR,45:24
1993,10 kilometres race walk,women,14,Andrea Alföldi,HUN,45:57
1993,10 kilometres race walk,women,15,Kathrin Boyde,GER,46:11
1993,10 kilometres race walk,women,16,Miriam Ramón,ECU,46:13
1993,10 kilometres race walk,women,17,Natalya Misyulya,BLR,46:22
1993,10 kilometres race walk,women,18,Lisa Sheridan-Paolini,IRL,46:31
1993,10 kilometres race walk,women,19,Yuko Sato,JPN,46:41
1993,10 kilometres race walk,women,20,Ildikó Ilyés,HUN,46:45
1993,10 kilometres race walk,women,21,Yuka Kamioka,JPN,46:48
1993,10 kilometres race walk,women,22,Teresa Vaill,USA,46:58
1993,10 kilometres race walk,women,23,Victoria Lupton,GBR,47:03
1993,10 kilometres race walk,women,24,Alison Baker,CAN,47:20
1993,10 kilometres race walk,women,25,Kamila Holpuchová,CZE,47:24
1993,10 kilometres race walk,women,26,Yulia Lisnik,MDA,47:41
1993,10 kilometres race walk,women,27,Janice McCaffrey,CAN,47:45
1993,10 kilometres race walk,women,28,Maria Colin,MEX,47:51
1993,10 kilometres race walk,women,29,Verity Snook-Larby,GBR,47:54
1993,10 kilometres race walk,women,30,Zuzana Zemkova,SVK,47:56
1993,10 kilometres race walk,women,31,Sada Eidikyte-Buksniene,LTU,48:03
1993,10 kilometres race walk,women,32,Liliana Bermeo,COL,48:08
1993,10 kilometres race walk,women,33,Gabrielle Blythe,AUS,48:23
1993,10 kilometres race walk,women,34,Tina Poitras,CAN,48:24
1993,10 kilometres race walk,women,35,Simone Thust,GER,48:38
1993,10 kilometres race walk,women,36,Hilde Gustavsen,NOR,48:39
1993,10 kilometres race walk,women,37,Debbi Lawrence,USA,48:53
1993,10 kilometres race walk,women,38,Kada Delic,BIH,49:06
1993,10 kilometres race walk,women,39,Kjersti Plätzer,NOR,49:08
1993,10 kilometres race walk,women,40,Maricela Chavez,MEX,49:18
1993,10 kilometres race walk,women,41,Linn Murphy,NZL,49:24
1993,10 kilometres race walk,women,42,Julie Drake,GBR,50:22
1993,10 kilometres race walk,women,43,Sara Standley,USA,51:01
1993,10 kilometres race walk,women,44,Magdalena Guzmán,ESA,51:01
1993,10 kilometres race walk,women,45,Dounia Kara-Hassoun,ALG,51:33
1993,10 kilometres race walk,women,46,Helen Low Guan Hoon,SGP,54:07
1993,10 kilometres race walk,women,47,Perri Williams,IRL,55:24
1993,10 kilometres race walk,women,,Hongyu Liu,CHN,DQ
1993,10 kilometres race walk,women,,Yan Wang,CHN,DQ
1993,10 kilometres race walk,women,,Madelein Svensson,SWE,DQ
1993,10 kilometres race walk,women,,Eva Machuca,MEX,DQ
1993,10 kilometres race walk,women,,Kerry Saxby-Junna,AUS,DNF
1993,10 kilometres race walk,women,,Shushanik Dolmazyan,ARM,DNS
1993,20 kilometres race walk,men,1,Valentín Massana,ESP,1:22:31
1993,20 kilometres race walk,men,2,Giovanni De Benedictis,ITA,1:23:06
1993,20 kilometres race walk,men,3,Daniel Plaza,ESP,1:23:18
1993,20 kilometres race walk,men,4,Jaime Barroso,ESP,1:23:41
1993,20 kilometres race walk,men,5,Yevgeniy Misyulya,BLR,1:23:45
1993,20 kilometres race walk,men,6,Sérgio Galdino,BRA,1:23:52
1993,20 kilometres race walk,men,7,Robert Ihly,GER,1:24:21
1993,20 kilometres race walk,men,8,Igor Kollár,SVK,1:24:23
1993,20 kilometres race walk,men,9,Ignacio Zamudio,MEX,1:24:32
1993,20 kilometres race walk,men,10,Sándor Urbanik,HUN,1:24:40
1993,20 kilometres race walk,men,11,Hector Moreno,COL,1:24:43
1993,20 kilometres race walk,men,12,Viktor Mostovik,MDA,1:24:53
1993,20 kilometres race walk,men,13,Arturo Di Mezza,ITA,1:24:59
1993,20 kilometres race walk,men,14,Jacek Müller,POL,1:25:24
1993,20 kilometres race walk,men,15,Pavol Blazek,SVK,1:25:31
1993,20 kilometres race walk,men,16,Jean-Olivier Brosseau,FRA,1:25:53
1993,20 kilometres race walk,men,17,Jozef Pribilinec,SVK,1:26:11
1993,20 kilometres race walk,men,18,Allen James,USA,1:26:53
1993,20 kilometres race walk,men,19,Vladimir Andreyev,RUS,1:27:01
1993,20 kilometres race walk,men,20,Tim Berrett,CAN,1:27:28
1993,20 kilometres race walk,men,21,Denis Langlois,FRA,1:28:02
1993,20 kilometres race walk,men,22,Stefan Johansson,SWE,1:28:02
1993,20 kilometres race walk,men,23,Tsutomu Takushima,JPN,1:28:39
1993,20 kilometres race walk,men,24,Nicholas A'Hern,AUS,1:28:47
1993,20 kilometres race walk,men,25,Viktoras Meškauskas,LTU,1:28:57
1993,20 kilometres race walk,men,26,Christopher Maddocks,GBR,1:29:22
1993,20 kilometres race walk,men,27,Scott Nelson,NZL,1:30:17
1993,20 kilometres race walk,men,28,Jan Staaf,SWE,1:30:29
1993,20 kilometres race walk,men,29,Gyula Dudás,HUN,1:30:46
1993,20 kilometres race walk,men,30,Darrell Stone,GBR,1:32:55
1993,20 kilometres race walk,men,31,Grigoriy Kornev,RUS,1:33:16
1993,20 kilometres race walk,men,32,Hatem Ghoula,TUN,1:33:24
1993,20 kilometres race walk,men,33,Vladimir Ostrovskiy,ISR,1:35:41
1993,20 kilometres race walk,men,34,Abdelouaheb Ferguène,ALG,1:35:48
1993,20 kilometres race walk,men,35,Sverre Jensen,NOR,1:35:53
1993,20 kilometres race walk,men,,Hirofumi Sakai,JPN,DQ
1993,20 kilometres race walk,men,,Costica Balan,ROU,DQ
1993,20 kilometres race walk,men,,Yuriy Kuko,BLR,DQ
1993,20 kilometres race walk,men,,Mikhail Shchennikov,RUS,DQ
1993,20 kilometres race walk,men,,Bernardo Segura,MEX,DQ
1993,20 kilometres race walk,men,,Daniel García Cordova,MEX,DQ
1993,20 kilometres race walk,men,,Walter Arena,ITA,DQ
1993,20 kilometres race walk,men,,Sergey Shildkret,AZE,DNF
1993,20 kilometres race walk,men,,Andrew Penn,GBR,DNF
1993,20 kilometres race walk,men,,Frants Kostyukevich,BLR,DNF
1993,20 kilometres race walk,men,,Mingcai Li,CHN,DNF
1993,20 kilometres race walk,men,,Valeriy Borissov,KAZ,DNF
1993,20 kilometres race walk,men,,Jonathan Matthews,USA,DNS
1993,50 kilometres race walk,men,1,Jesús Ángel García,ESP,3:41:41
1993,50 kilometres race walk,men,2,Valentin Kononen,FIN,3:42:02
1993,50 kilometres race walk,men,3,Valeriy Spitsyn,RUS,3:42:50
1993,50 kilometres race walk,men,4,Axel Noack,GER,3:43:50
1993,50 kilometres race walk,men,5,Basilio Labrador,ESP,3:46:46
1993,50 kilometres race walk,men,6,René Piller,FRA,3:48:57
1993,50 kilometres race walk,men,7,Tim Berrett,CAN,3:50:23
1993,50 kilometres race walk,men,8,Carlos Mercenário,MEX,3:50:53
1993,50 kilometres race walk,men,9,Jean-Claude Corre,FRA,3:51:51
1993,50 kilometres race walk,men,10,Sergey Korepanov,KAZ,3:52:50
1993,50 kilometres race walk,men,11,Viktar Ginko,BLR,3:53:41
1993,50 kilometres race walk,men,12,Germán Sánchez,MEX,3:54:07
1993,50 kilometres race walk,men,13,Giovanni Perricelli,ITA,3:54:30
1993,50 kilometres race walk,men,14,Simon Baker,AUS,3:57:11
1993,50 kilometres race walk,men,15,Massimo Quiriconi,ITA,3:57:33
1993,50 kilometres race walk,men,16,Vyacheslav Smirnov,RUS,3:58:20
1993,50 kilometres race walk,men,17,Andrés Marín,ESP,3:58:45
1993,50 kilometres race walk,men,18,Štefan Malík,SVK,4:01:28
1993,50 kilometres race walk,men,19,Jonathan Matthews,USA,4:02:52
1993,50 kilometres race walk,men,20,Fumio Imamura,JPN,4:03:22
1993,50 kilometres race walk,men,21,Pascal Charrière,SUI,4:04:19
1993,50 kilometres race walk,men,22,German Skurygin,RUS,4:04:27
1993,50 kilometres race walk,men,23,Les Morton,GBR,4:06:56
1993,50 kilometres race walk,men,24,Miloš Holuša,CZE,4:06:56
1993,50 kilometres race walk,men,25,Modris Liepinš,LAT,4:10:35
1993,50 kilometres race walk,men,26,Aldo Bertoldi,SUI,4:12:09
1993,50 kilometres race walk,men,27,Sergey Shildkret,AZE,4:14:10
1993,50 kilometres race walk,men,28,José Urbano,POR,4:17:34
1993,50 kilometres race walk,men,29,Adhemir Domingues,BRA,4:19:08
1993,50 kilometres race walk,men,30,Trond Moretro,NOR,4:19:14
1993,50 kilometres race walk,men,31,Herman Nelson,USA,4:21:08
1993,50 kilometres race walk,men,32,Hirofumi Sakai,JPN,4:21:33
1993,50 kilometres race walk,men,33,Michael Harvey,AUS,4:23:40
1993,50 kilometres race walk,men,34,Eloy Quispe,BOL,4:26:20
1993,50 kilometres race walk,men,35,Aleksandr Stiglenko,KGZ,4:31:51
1993,50 kilometres race walk,men,,Godfried Dejonckheere,BEL,DQ
1993,50 kilometres race walk,men,,Vitaliy Popovich,UKR,DQ
1993,50 kilometres race walk,men,,Aleksandr Potashov,BLR,DQ
1993,50 kilometres race walk,men,,Miguel Ángel Rodríguez,MEX,DQ
1993,50 kilometres race walk,men,,Robert Korzeniowski,POL,DQ
1993,50 kilometres race walk,men,,Zoltán Czukor,HUN,DNF
1993,50 kilometres race walk,men,,Ronald Weigel,GER,DNF
1993,50 kilometres race walk,men,,Hartwig Gauder,GER,DNF
1993,50 kilometres race walk,men,,Julio Urias,GUA,DNF
1993,50 kilometres race walk,men,,Stefan Johansson,SWE,DNF
1993,50 kilometres race walk,men,,Tomasz Lipiec,POL,DNS
1993,4x100 metres relay,men,1,United States,USA,37.48
1993,4x100 metres relay,men,2,Great Britain & N.I.,GBR,37.77
1993,4x100 metres relay,men,3,Canada,CAN,37.83
1993,4x100 metres relay,men,4,Cuba,CUB,38.39
1993,4x100 metres relay,men,5,Australia,AUS,38.69
1993,4x100 metres relay,men,6,Germany,GER,38.78
1993,4x100 metres relay,men,7,Ivory Coast,CIV,38.82
1993,4x100 metres relay,men,8,Sweden,SWE,39.22
1993,4x100 metres relay,women,1,Russia,RUS,41.49
1993,4x100 metres relay,women,2,United States,USA,41.49
1993,4x100 metres relay,women,3,Jamaica,JAM,41.94
1993,4x100 metres relay,women,4,France,FRA,42.67
1993,4x100 metres relay,women,5,Germany,GER,42.79
1993,4x100 metres relay,women,6,Cuba,CUB,42.89
1993,4x100 metres relay,women,7,Finland,FIN,43.37
1993,4x100 metres relay,women,8,Great Britain & N.I.,GBR,43.86
1993,4x400 metres relay,men,1,United States,USA,2:54.29
1993,4x400 metres relay,men,2,Kenya,KEN,2:59.82
1993,4x400 metres relay,men,3,Germany,GER,2:59.99
1993,4x400 metres relay,men,4,France,FRA,3:00.09
1993,4x400 metres relay,men,5,Russia,RUS,3:00.44
1993,4x400 metres relay,men,6,Cuba,CUB,3:00.46
1993,4x400 metres relay,men,7,Jamaica,JAM,3:01.44
1993,4x400 metres relay,men,8,Bulgaria,BUL,3:05.35
1993,4x400 metres relay,women,1,United States,USA,3:16.71
1993,4x400 metres relay,women,2,Russia,RUS,3:18.38
1993,4x400 metres relay,women,3,Great Britain & N.I.,GBR,3:23.41
1993,4x400 metres relay,women,4,Jamaica,JAM,3:23.83
1993,4x400 metres relay,women,5,Germany,GER,3:25.49
1993,4x400 metres relay,women,6,France,FRA,3:27.08
1993,4x400 metres relay,women,7,Czech Republic,CZE,3:27.94
1993,4x400 metres relay,women,8,Switzerland,SUI,3:28.52
1995,100 metres,men,1,Donovan Bailey,CAN,9.97
1995,100 metres,men,2,Bruny Surin,CAN,10.03
1995,100 metres,men,3,Ato Boldon,TTO,10.03
1995,100 metres,men,4,Frank Fredericks,NAM,10.07
1995,100 metres,men,5,Michael Marsh,USA,10.10
1995,100 metres,men,6,Linford Christie,GBR,10.12
1995,100 metres,men,7,Olapade Adeniken,NGR,10.20
1995,100 metres,men,8,Raymond Stewart,JAM,10.29
1995,100 metres,women,1,Gwen Torrence,USA,10.85
1995,100 metres,women,2,Merlene Ottey,JAM,10.94
1995,100 metres,women,3,Irina Privalova,RUS,10.96
1995,100 metres,women,4,Carlette Guidry-White,USA,11.07
1995,100 metres,women,5,Zhanna Block,UKR,11.07
1995,100 metres,women,6,Melanie Paschke,GER,11.10
1995,100 metres,women,7,Mary Onyali-Omagbemi,NGR,11.15
1995,100 metres,women,8,Juliet Cuthbert,JAM,11.44
1995,200 metres,men,1,Michael Johnson,USA,19.79
1995,200 metres,men,2,Frank Fredericks,NAM,20.12
1995,200 metres,men,3,Jeff Williams,USA,20.18
1995,200 metres,men,4,Robson da Silva,BRA,20.21
1995,200 metres,men,5,Claudinei da Silva,BRA,20.40
1995,200 metres,men,6,Geir Moen,NOR,20.51
1995,200 metres,men,7,John Regis,GBR,20.67
1995,200 metres,men,8,Iván García,CUB,20.77
1995,200 metres,women,1,Merlene Ottey,JAM,22.12
1995,200 metres,women,2,Irina Privalova,RUS,22.12
1995,200 metres,women,3,Galina Malchugina,RUS,22.37
1995,200 metres,women,4,Melanie Paschke,GER,22.60
1995,200 metres,women,5,Silke-Beate Knoll,GER,22.66
1995,200 metres,women,6,Mary Onyali-Omagbemi,NGR,22.71
1995,200 metres,women,7,Marina Trandenkova,RUS,22.84
1995,200 metres,women,,Gwen Torrence,USA,DQ
1995,400 metres,men,1,Michael Johnson,USA,43.39
1995,400 metres,men,2,Harry Reynolds,USA,44.22
1995,400 metres,men,3,Gregory Haughton,JAM,44.56
1995,400 metres,men,4,Samson Kitur,KEN,44.71
1995,400 metres,men,5,Mark Richardson,GBR,44.81
1995,400 metres,men,6,Darnell Hall,USA,44.83
1995,400 metres,men,7,Roger Black,GBR,45.28
1995,400 metres,men,8,Sunday Bada,NGR,45.50
1995,400 metres,women,1,Marie-José Pérec,FRA,49.28
1995,400 metres,women,2,Pauline Davis-Thompson,BAH,49.96
1995,400 metres,women,3,Jearl Miles Clark,USA,50.00
1995,400 metres,women,4,Cathy Freeman,AUS,50.60
1995,400 metres,women,5,Fatima Yusuf,NGR,50.70
1995,400 metres,women,6,Falilat Ogunkoya,NGR,50.77
1995,400 metres,women,7,Maicel Malone-Wallace,USA,50.99
1995,400 metres,women,8,Sandie Richards,JAM,51.13
1995,800 metres,men,1,Wilson Kipketer,DEN,1:45.08
1995,800 metres,men,2,Arthémon Hatungimana,BDI,1:45.64
1995,800 metres,men,3,Vebjørn Rodal,NOR,1:45.68
1995,800 metres,men,4,Nico Motchebon,GER,1:45.97
1995,800 metres,men,5,Brandon Rock,USA,1:46.42
1995,800 metres,men,6,Jose Parrilla,USA,1:46.44
1995,800 metres,men,7,Andrea Giocondi,ITA,1:47.78
1995,800 metres,men,8,Mark Everett,USA,1:53.12
1995,800 metres,women,1,Ana Fidelia Quirot,CUB,1:56.11
1995,800 metres,women,2,Letitia Vriesde,SUR,1:56.68
1995,800 metres,women,3,Kelly Holmes,GBR,1:56.95
1995,800 metres,women,4,Patricia Djaté-Taillard,FRA,1:57.04
1995,800 metres,women,5,Meredith Rainey-Valmon,USA,1:58.20
1995,800 metres,women,6,Ellen van Langen,NED,1:58.98
1995,800 metres,women,7,Lyubov Gurina,RUS,1:59.16
1995,800 metres,women,8,Tatyana Grigoryeva,RUS,2:05.55
1995,1500 metres,men,1,Noureddine Morceli,ALG,3:33.73
1995,1500 metres,men,2,Hicham El Guerrouj,MAR,3:35.28
1995,1500 metres,men,3,Vénuste Niyongabo,BDI,3:35.56
1995,1500 metres,men,4,Rachid El Basir,MAR,3:35.96
1995,1500 metres,men,5,Kevin Sullivan,CAN,3:36.73
1995,1500 metres,men,6,Abdelkader Chékhémani,FRA,3:36.90
1995,1500 metres,men,7,Mohamed Suleiman,QAT,3:36.96
1995,1500 metres,men,8,Fermín Cacho,ESP,3:37.02
1995,1500 metres,men,9,Gary Lough,GBR,3:37.59
1995,1500 metres,men,10,Paul McMullen,USA,3:38.23
1995,1500 metres,men,11,Niall Bruton,IRL,3:39.15
1995,1500 metres,men,12,Isaac Viciosa,ESP,3:41.12
1995,1500 metres,women,1,Hassiba Boulmerka,ALG,4:02.42
1995,1500 metres,women,2,Kelly Holmes,GBR,4:03.04
1995,1500 metres,women,3,Carla Sacramento,POR,4:03.79
1995,1500 metres,women,4,Angela Chalmers,CAN,4:04.74
1995,1500 metres,women,5,Lyudmila Borisova,RUS,4:04.78
1995,1500 metres,women,6,Anna Brzezinska,POL,4:05.65
1995,1500 metres,women,7,Ruth Wysocki,USA,4:07.08
1995,1500 metres,women,8,Maite Zúñiga,ESP,4:07.27
1995,1500 metres,women,9,Lyudmila Rogachova,RUS,4:07.83
1995,1500 metres,women,10,Yvonne Mai-Graham,JAM,4:08.01
1995,1500 metres,women,11,Margarita Marusova,RUS,4:11.64
1995,1500 metres,women,12,Malgorzata Rydz,POL,4:20.83
1995,5000 metres,men,1,Ismael Kirui,KEN,13:16.77
1995,5000 metres,men,2,Khalid Boulami,MAR,13:17.15
1995,5000 metres,men,3,Shem Kororia,KEN,13:17.59
1995,5000 metres,men,4,Ismaïl Sghyr,MAR,13:17.86
1995,5000 metres,men,5,Brahim Lahlafi,MAR,13:18.89
1995,5000 metres,men,6,Worku Bikila,ETH,13:20.12
1995,5000 metres,men,7,Bob Kennedy,USA,13:32.10
1995,5000 metres,men,8,Fita Bayisa,ETH,13:34.52
1995,5000 metres,men,9,Dieter Baumann,GER,13:39.98
1995,5000 metres,men,10,Philemon Hanneck,ZIM,13:41.28
1995,5000 metres,men,11,Gennaro Di Napoli,ITA,13:46.51
1995,5000 metres,men,12,Mark Carroll,IRL,13:46.80
1995,5000 metres,men,13,Anacleto Jiménez,ESP,13:48.53
1995,5000 metres,men,14,John Nuttall,GBR,13:49.25
1995,5000 metres,men,15,Abdellah Béhar,FRA,14:19.04
1995,5000 metres,women,1,Sonia O'Sullivan,IRL,14:46.47
1995,5000 metres,women,2,Fernanda Ribeiro,POR,14:48.54
1995,5000 metres,women,3,Zahra Ouaziz,MAR,14:53.77
1995,5000 metres,women,4,Gabriela Szabo,ROU,14:56.57
1995,5000 metres,women,5,Paula Radcliffe,GBR,14:57.02
1995,5000 metres,women,6,Mariya Konovalova,RUS,15:01.23
1995,5000 metres,women,7,Rose Cheruiyot,KEN,15:02.45
1995,5000 metres,women,8,Gwen Griffiths-van Lingen,RSA,15:08.05
1995,5000 metres,women,9,Sara Wedlund,SWE,15:08.36
1995,5000 metres,women,10,Elena Fidatov,ROU,15:12.58
1995,5000 metres,women,11,Sally Barsosio,KEN,15:39.57
1995,5000 metres,women,12,Michiko Shimizu,JPN,15:45.30
1995,5000 metres,women,13,Florence Barsosio,KEN,15:56.96
1995,5000 metres,women,,Gina Procaccio,USA,DNF
1995,5000 metres,women,,Olga Churbanova,RUS,DNF
1995,10000 metres,men,1,Haile Gebrselassie,ETH,27:12.95
1995,10000 metres,men,2,Khalid Skah,MAR,27:14.53
1995,10000 metres,men,3,Paul Tergat,KEN,27:14.70
1995,10000 metres,men,4,Salah Hissou,MAR,27:19.30
1995,10000 metres,men,5,Josephat Machuka,KEN,27:23.72
1995,10000 metres,men,6,Joseph Kimani,KEN,27:30.02
1995,10000 metres,men,7,Stéphane Franke,GER,27:48.88
1995,10000 metres,men,8,Paulo Guerra,POR,27:52.55
1995,10000 metres,men,9,Todd Williams,USA,27:52.87
1995,10000 metres,men,10,Toshiyuki Hayata,JPN,27:53.12
1995,10000 metres,men,11,Domingos Castro,POR,27:53.42
1995,10000 metres,men,12,Yasuyuki Watanabe,JPN,27:53.82
1995,10000 metres,men,13,Gérman Silva,MEX,27:55.34
1995,10000 metres,men,14,Assefa Mezgebu,ETH,27:56.06
1995,10000 metres,men,15,Mathias Ntawulikura,RWA,27:57.92
1995,10000 metres,men,16,Alejandro Gómez,ESP,27:59.38
