year,event,sex,position,name,country,mark
1995,10000 metres,men,17,Hendrick Ramaala,RSA,28:00.08
1995,10000 metres,men,18,Stefano Baldini,ITA,28:08.39
1995,10000 metres,men,19,António Pinto,POR,28:26.42
1995,10000 metres,men,,Abel Antón,ESP,DNF
1995,10000 metres,women,1,Fernanda Ribeiro,POR,31:04.99
1995,10000 metres,women,2,Derartu Tulu,ETH,31:08.10
1995,10000 metres,women,3,Tegla Loroupe,KEN,31:17.66
1995,10000 metres,women,4,Maria Guida,ITA,31:27.82
1995,10000 metres,women,5,Elana Meyer,RSA,31:31.96
1995,10000 metres,women,6,Liz McColgan-Nuttall,GBR,31:40.14
1995,10000 metres,women,7,Alla Zhilyaeva,RUS,31:52.15
1995,10000 metres,women,8,Hiromi Suzuki,JPN,31:54.01
1995,10000 metres,women,9,Annemari Sandell-Hyvärinen,FIN,31:54.29
1995,10000 metres,women,10,Kathrin Wessel,GER,31:55.04
1995,10000 metres,women,11,Lieve Slegers,BEL,32:10.59
1995,10000 metres,women,12,Lynn Jennings,USA,32:12.82
1995,10000 metres,women,13,Conceição Ferreira,POR,32:14.69
1995,10000 metres,women,14,Anne Marie Letko-Lauck,USA,32:22.54
1995,10000 metres,women,15,Jill Hunter,GBR,32:24.93
1995,10000 metres,women,16,Junko Kataoka,JPN,32:45.43
1995,10000 metres,women,17,Marleen Renders,BEL,32:47.46
1995,10000 metres,women,18,Gete Wami,ETH,32:56.94
1995,10000 metres,women,,Albertina Dias,POR,DNF
1995,10000 metres,women,,Yvonne Murray,GBR,DNF
1995,marathon,men,1,Martín Fiz,ESP,2:11:41
1995,marathon,men,2,Dionicio Cerón,MEX,2:12:13
1995,marathon,men,3,Luíz Antônio dos Santos,BRA,2:12:49
1995,marathon,men,4,Peter Whitehead,GBR,2:14:08
1995,marathon,men,5,Alberto Juzdado,ESP,2:15:29
1995,marathon,men,6,Diego García,ESP,2:15:34
1995,marathon,men,7,Richard Nerurkar,GBR,2:15:47
1995,marathon,men,8,Steve Moneghetti,AUS,2:16:13
1995,marathon,men,9,Andrés Espinosa,MEX,2:16:44
1995,marathon,men,10,Steve Plasencia,USA,2:16:56
1995,marathon,men,11,Bruce Deacon,CAN,2:16:58
1995,marathon,men,12,Yuji Nakamura,JPN,2:17:30
1995,marathon,men,13,Oleg Strizhakov,RUS,2:17:50
1995,marathon,men,14,Konrad Dobler,GER,2:18:09
1995,marathon,men,15,Isidro Rico,MEX,2:18:29
1995,marathon,men,16,Ikaji Salum,TAN,2:18:39
1995,marathon,men,17,Daisuke Tokunaga,JPN,2:19:53
1995,marathon,men,18,Erick Wainaina,KEN,2:19:53
1995,marathon,men,19,Terje Naess,NOR,2:20:06
1995,marathon,men,20,Abdelillah Zerdal,MAR,2:20:10
1995,marathon,men,21,Ed Eyestone,USA,2:20:17
1995,marathon,men,22,Bong-ju Lee,KOR,2:20:31
1995,marathon,men,23,John Andrews,AUS,2:20:32
1995,marathon,men,24,Tahar Mansouri,TUN,2:20:44
1995,marathon,men,25,Ahmed Salah,DJI,2:20:50
1995,marathon,men,26,Elphas Ginindza,SWZ,2:21:01
1995,marathon,men,27,Michael Mukoma,KEN,2:21:08
1995,marathon,men,28,Joseph Tjitunga,NAM,2:21:57
1995,marathon,men,29,Tumo Turbo,ETH,2:22:01
1995,marathon,men,30,Harri Hänninen,FIN,2:22:43
1995,marathon,men,31,Omar Abdillahi,DJI,2:23:26
1995,marathon,men,32,Martin Ndivheni,RSA,2:23:42
1995,marathon,men,33,Luca Barzaghi,ITA,2:23:51
1995,marathon,men,34,John Mwathiwa,MAW,2:24:01
1995,marathon,men,35,Roman Kejžar,SLO,2:24:10
1995,marathon,men,36,Isaac Tshabalala,RSA,2:24:42
1995,marathon,men,37,Stephen Lagat,KEN,2:25:49
1995,marathon,men,38,Gi-Sheng Hsu,TPE,2:25:55
1995,marathon,men,39,Dominique Chauvelier,FRA,2:27:30
1995,marathon,men,40,Nazirdin Akylbekov,KGZ,2:27:44
1995,marathon,men,41,Toshiaki Kurabayashi,JPN,2:28:57
1995,marathon,men,42,William Aguirre,NCA,2:29:54
1995,marathon,men,43,Juma Ikangaa,TAN,2:30:53
1995,marathon,men,44,Eduard Tukhbatullin,RUS,2:31:19
1995,marathon,men,45,Matthews Temane,RSA,2:31:24
1995,marathon,men,46,Idris Ibrahim,SWE,2:31:31
1995,marathon,men,47,Abebe Mekonnen,ETH,2:32:35
1995,marathon,men,48,Mothusi Tsiana,BOT,2:33:03
1995,marathon,men,49,Pavel Loskutov,EST,2:33:42
1995,marathon,men,50,Jean Marie Gehin,FRA,2:34:10
1995,marathon,men,51,Mimoun Lamhajar,MAR,2:35:17
1995,marathon,men,52,Sean Quilty,AUS,2:37:01
1995,marathon,men,53,Islam Dugum,BIH,2:38:37
1995,marathon,men,,Yong-Bok Kim,KOR,DNF
1995,marathon,men,,Borislav Devic,SCG,DNF
1995,marathon,men,,Yayeh Aden,DJI,DNF
1995,marathon,men,,Valdenor dos Santos,BRA,DNF
1995,marathon,men,,Joaquim Pinheiro,POR,DNF
1995,marathon,men,,Poulo Makhoahle,LES,DNF
1995,marathon,men,,Paul Pilkington,USA,DNF
1995,marathon,men,,Peter Maher,CAN,DNF
1995,marathon,men,,Paul Kuété,CMR,DNF
1995,marathon,men,,Abdelillah Sbaiti,MAR,DNF
1995,marathon,men,,Pamenos Ballantyne,VIN,DNF
1995,marathon,men,,Boay Akonay,TAN,DNF
1995,marathon,men,,Mark Hudspith,GBR,DNF
1995,marathon,men,,Antonio Vicente Neto,BRA,DNF
1995,marathon,men,,Laurentiu Staicu,ROU,DNF
1995,marathon,men,,Rainer Wachenbrunner,GER,DNF
1995,marathon,men,,Sid-Ali Sakhri,ALG,DNF
1995,marathon,men,,Karel David,CZE,DNF
1995,marathon,men,,Asaf Bimro,ISR,DNF
1995,marathon,men,,Åke Eriksson,SWE,DNF
1995,marathon,men,,Luigi Di Lello,ITA,DNF
1995,marathon,men,,Joaquim Silva,POR,DNF
1995,marathon,men,,Aleksandr Vychuzhanin,RUS,DNF
1995,marathon,men,,Kent Jensen,DEN,DNF
1995,marathon,men,,Tena Negere,ETH,DNF
1995,marathon,women,1,Maria Manuela Machado,POR,2:25:39
1995,marathon,women,2,Anuta Catuna,ROU,2:26:25
1995,marathon,women,3,Ornella Ferrara,ITA,2:30:11
1995,marathon,women,4,Malgorzata Sobanska,POL,2:31:10
1995,marathon,women,5,Ritva Lemettinen-Melender,FIN,2:31:19
1995,marathon,women,6,Mónica Pont,ESP,2:31:53
1995,marathon,women,7,Linda Somers Smith,USA,2:32:12
1995,marathon,women,8,Sonja Oberem,GER,2:32:17
1995,marathon,women,9,Sachiyo Seiyama,JPN,2:33:07
1995,marathon,women,10,Lidia Simon,ROU,2:33:18
1995,marathon,women,11,Miki Igarashi,JPN,2:34:34
1995,marathon,women,12,Yukari Komatsu,JPN,2:35:33
1995,marathon,women,13,Kirsi Mattila,FIN,2:35:39
1995,marathon,women,14,Jane Salumäe,EST,2:35:53
1995,marathon,women,15,Kerryn McCann,AUS,2:36:29
1995,marathon,women,16,Kim Jones,USA,2:37:06
1995,marathon,women,17,Ingmarie Nilsson,SWE,2:37:17
1995,marathon,women,18,Susan Mahony,AUS,2:37:38
1995,marathon,women,19,Fatuma Roba,ETH,2:39:27
1995,marathon,women,20,Nelly Glauser,SUI,2:40:42
1995,marathon,women,21,María Luisa Muñoz,ESP,2:41:37
1995,marathon,women,22,Trudi Thomson,GBR,2:41:42
1995,marathon,women,23,Judit Földing-Nagy,HUN,2:42:03
1995,marathon,women,24,Larisa Zyuz'ko,RUS,2:42:12
1995,marathon,women,25,Cathy Shum,IRL,2:43:20
1995,marathon,women,26,Nurten Tasdemir,TUR,2:44:36
1995,marathon,women,27,Aurica Buia,ROU,2:45:13
1995,marathon,women,28,Alison Rose,GBR,2:45:52
1995,marathon,women,29,Nyla Carroll,NZL,2:50:25
1995,marathon,women,30,Winnie Ng,HKG,3:01:08
1995,marathon,women,31,Isabel Tum,GUA,3:02:02
1995,marathon,women,32,Gilda Mendez,PAN,3:05:00
1995,marathon,women,,Marina Belyayeva,RUS,DNF
1995,marathon,women,,Anita Håkenstad Evertsen,NOR,DNF
1995,marathon,women,,Nadezhda Ilyina,URS,DNF
1995,marathon,women,,Birgit Jerschabek,GER,DNF
1995,marathon,women,,Angelina Kanana,KEN,DNF
1995,marathon,women,,Maria Guadalupe Loma,MEX,DNF
1995,marathon,women,,Nadia Prasad,FRA,DNF
1995,marathon,women,,Dorthe S. Rasmussen,DEN,DNF
1995,marathon,women,,Rocío Ríos,ESP,DNF
1995,marathon,women,,Carole Rouillard,CAN,DNF
1995,marathon,women,,Elaine Van Blunk,USA,DNF
1995,marathon,women,,Nadezhda Wijenberg,RUS,DNF
1995,marathon,women,,Janet MAYAL,BRA,DNS
1995,3000 metres steeplechase,men,1,Moses Kiptanui,KEN,8:04.16
1995,3000 metres steeplechase,men,2,Christopher Koskei,KEN,8:09.30
1995,3000 metres steeplechase,men,3,Saad Shaddad Al-Asmari,KSA,8:12.95
1995,3000 metres steeplechase,men,4,Steffen Brand,GER,8:14.37
1995,3000 metres steeplechase,men,5,Angelo Carosi,ITA,8:14.85
1995,3000 metres steeplechase,men,6,Florin Ionescu,ROU,8:15.44
1995,3000 metres steeplechase,men,7,Vladimir Pronin,RUS,8:16.59
1995,3000 metres steeplechase,men,8,Martin Strege,GER,8:18.57
1995,3000 metres steeplechase,men,9,Matthew Kiprotich Birir,KEN,8:21.15
1995,3000 metres steeplechase,men,10,Alessandro Lambruschini,ITA,8:22.64
1995,3000 metres steeplechase,men,11,Vladimir Golyas,RUS,8:27.59
1995,3000 metres steeplechase,men,12,Javier Rodríguez,ESP,8:30.96
1995,100 metres hurdles,women,1,Gail Devers,USA,12.68
1995,100 metres hurdles,women,2,Olga Shishigina,KAZ,12.80
1995,100 metres hurdles,women,3,Yuliya Graudyn,RUS,12.85
1995,100 metres hurdles,women,4,Tatyana Reshetnikova,RUS,12.87
1995,100 metres hurdles,women,5,Julie Baumann,SUI,12.95
1995,100 metres hurdles,women,6,Gillian Russell-Love,JAM,12.96
1995,100 metres hurdles,women,7,Dionne Rose-Henley,JAM,12.98
1995,100 metres hurdles,women,8,Brigita Bukovec,SLO,13.02
1995,110 metres hurdles,men,1,Allen Johnson,USA,13.00
1995,110 metres hurdles,men,2,Tony Jarrett,GBR,13.04
1995,110 metres hurdles,men,3,Roger Kingdom,USA,13.19
1995,110 metres hurdles,men,4,Jack Pierce,USA,13.27
1995,110 metres hurdles,men,5,Kyle Vander Kuyp,AUS,13.30
1995,110 metres hurdles,men,6,Dan Philibert,FRA,13.34
1995,110 metres hurdles,men,7,Erik Batte,CUB,13.38
1995,110 metres hurdles,men,8,Emilio Valle,CUB,13.43
1995,400 metres hurdles,men,1,Derrick Adkins,USA,47.98
1995,400 metres hurdles,men,2,Samuel Matete,ZAM,48.03
1995,400 metres hurdles,men,3,Stéphane Diagana,FRA,48.14
1995,400 metres hurdles,men,4,Ruslan Mashchenko,RUS,48.83
1995,400 metres hurdles,men,5,Sven Nylander,SWE,48.84
1995,400 metres hurdles,men,6,Ken Harnden,ZIM,48.89
1995,400 metres hurdles,men,7,Kazuhiko Yamazaki,JPN,49.22
1995,400 metres hurdles,men,8,Eronilde Nunes de Araújo,BRA,49.86
1995,400 metres hurdles,women,1,Kim Batten,USA,52.61
1995,400 metres hurdles,women,2,Tonja Buford-Bailey,USA,52.62
1995,400 metres hurdles,women,3,Deon Hemmings,JAM,53.48
1995,400 metres hurdles,women,4,Heike Meissner,GER,54.86
1995,400 metres hurdles,women,5,Tetiana Tereschuk-Antipova,UKR,54.94
1995,400 metres hurdles,women,6,Silvia Rieger,GER,55.01
1995,400 metres hurdles,women,7,Ionela Târlea,ROU,55.46
1995,400 metres hurdles,women,8,Natalya Torshina-Alimzhanova,KAZ,56.75
1995,high jump,men,1,Troy Kemp,BAH,2.37
1995,high jump,men,2,Javier Sotomayor,CUB,2.37
1995,high jump,men,3,Artur Partyka,POL,2.35
1995,high jump,men,4,Steve Smith,GBR,2.35
1995,high jump,men,4,Steinar Hoen,NOR,2.35
1995,high jump,men,6,Patrik Sjöberg,SWE,2.32
1995,high jump,men,7,Tony Barton,USA,2.29
1995,high jump,men,8,Tim Forsyth,AUS,2.25
1995,high jump,men,8,Jaroslaw Kotewicz,POL,2.25
1995,high jump,men,8,Dragutin Topic,SCG,2.25
1995,high jump,men,11,Ian Thompson,BAH,2.25
1995,high jump,men,12,Hongyong Bi,CHN,2.15
1995,high jump,women,1,Stefka Kostadinova,BUL,2.01
1995,high jump,women,2,Alina Astafei,GER,1.99
1995,high jump,women,3,Inha Babakova,UKR,1.99
1995,high jump,women,4,Tatyana Babashkina,RUS,1.96
1995,high jump,women,5,Tatyana Shevchik,BLR,1.96
1995,high jump,women,6,Hanne Haugland,NOR,1.96
1995,high jump,women,7,Svetlana Isaeva-Leseva,BUL,1.93
1995,high jump,women,8,Nele Zilinskiené,LTU,1.93
1995,high jump,women,8,Amy Acuff,USA,1.93
1995,high jump,women,10,Yelena Topchina,RUS,1.93
1995,high jump,women,11,Viktoriya Fyodorova,RUS,1.90
1995,high jump,women,12,Tatyana Khramova,BLR,1.85
1995,pole vault,men,1,Sergey Bubka,UKR,5.92
1995,pole vault,men,2,Maksim Tarasov,RUS,5.86
1995,pole vault,men,3,Jean Galfione,FRA,5.86
1995,pole vault,men,4,Okkert Brits,RSA,5.80
1995,pole vault,men,5,Radion Gataullin,RUS,5.70
1995,pole vault,men,6,Scott Huffman,USA,5.70
1995,pole vault,men,7,Igor Trandenkov,RUS,5.70
1995,pole vault,men,8,Dean Starkey,USA,5.60
1995,pole vault,men,9,Andrei Tivontschik,GER,5.60
1995,pole vault,men,9,Igor Potapovich,KAZ,5.60
1995,pole vault,men,11,Tim Lobinger,GER,5.40
1995,pole vault,men,,Valeri Bukrejev,EST,NM
1995,long jump,men,1,Iván Pedroso,CUB,8.70
1995,long jump,men,2,James Beckford,JAM,8.30
1995,long jump,men,3,Mike Powell,USA,8.29
1995,long jump,men,4,Georg Ackermann,GER,8.14
1995,long jump,men,5,Bogdan Tudor,ROU,8.01
1995,long jump,men,6,Konstadínos Koukodímos,GRE,8.00
1995,long jump,men,7,Geng Huang,CHN,7.94
1995,long jump,men,8,Ivaylo Mladenov,BUL,7.93
1995,long jump,men,9,Andrey Ignatov,RUS,7.93
1995,long jump,men,10,Franck Zio,BUR,7.87
1995,long jump,men,11,Robert Emmiyan,ARM,7.77
1995,long jump,men,12,Nobuharu Asahara,JPN,7.77
1995,long jump,men,13,Galin Georgiev,BUL,7.72
1995,long jump,men,14,Kareem Streete-Thompson,USA,7.43
1995,long jump,women,1,Fiona May,ITA,6.98
1995,long jump,women,2,Niurka Montalvo,CUB,6.86
1995,long jump,women,3,Irina Mushailova,RUS,6.83
1995,long jump,women,4,Olga Rublyova,RUS,6.78
1995,long jump,women,5,Valentina Uccheddu,ITA,6.76
1995,long jump,women,6,Jackie Joyner-Kersee,USA,6.74
1995,long jump,women,7,Agata Karczmarek,POL,6.71
1995,long jump,women,8,Viktoriya Vershynina,UKR,6.66
1995,long jump,women,9,Heike Drechsler,GER,6.64
1995,long jump,women,10,Inessa Kravets,UKR,6.57
1995,long jump,women,11,Olena Khlopotnova,UKR,6.53
1995,long jump,women,12,Chantal Brunner,NZL,6.43
1995,long jump,women,,Jackie Edwards,BAH,NM
1995,triple jump,men,1,Jonathan Edwards,GBR,18.29
1995,triple jump,men,2,Brian Wellman,BER,17.62
1995,triple jump,men,3,Jérôme Romain,DMA,17.59
1995,triple jump,men,4,Yoelbi Quesada,CUB,17.59
1995,triple jump,men,5,Yoel García,CUB,17.16
1995,triple jump,men,6,James Beckford,JAM,17.13
1995,triple jump,men,7,Mike Conley,USA,16.96
1995,triple jump,men,8,Galin Georgiev,BUL,16.93
1995,triple jump,men,9,Tord Henriksson,SWE,16.92
1995,triple jump,men,10,Maris Bruziks,LAT,16.80
1995,triple jump,men,11,Rogel Nachum,ISR,16.69
1995,triple jump,men,12,Sergey Arzamasov,KAZ,16.68
1995,triple jump,women,1,Inessa Kravets,UKR,15.50
1995,triple jump,women,2,Iva Prandzheva,BUL,15.18
1995,triple jump,women,3,Anna Biryukova,RUS,15.08
1995,triple jump,women,4,Inna Lasovskaya,RUS,14.90
1995,triple jump,women,5,Rodica Mateescu,ROU,14.82
1995,triple jump,women,6,Ruiping Ren,CHN,14.25
1995,triple jump,women,7,Zhanna Gureyeva,BLR,14.22
1995,triple jump,women,8,Barbara Lah,ITA,14.18
1995,triple jump,women,9,Jelena Blazevica,LAT,14.09
1995,triple jump,women,10,Olena Hovorova,UKR,14.07
1995,triple jump,women,11,Iolanda Chen,RUS,14.05
1995,triple jump,women,12,Michelle Griffith-Robinson,GBR,13.59
1995,shot put,men,1,John Godina,USA,21.47
1995,shot put,men,2,Mika Halvari,FIN,20.93
1995,shot put,men,3,Randy Barnes,USA,20.41
1995,shot put,men,4,Oleksandr Bagach,UKR,20.38
1995,shot put,men,5,Brent Noon,USA,20.13
1995,shot put,men,6,Oliver-Sven Buder,GER,20.11
1995,shot put,men,7,Roman Virastyuk,UKR,19.66
1995,shot put,men,8,Dzmitry Hancharuk,BLR,19.38
1995,shot put,men,9,Paolo Dal Soglio,ITA,19.38
1995,shot put,men,10,Markus Koistinen,FIN,19.34
1995,shot put,men,11,Bilal Saad Mubarak,QAT,18.56
1995,shot put,men,12,Oleksandr Klymenko,UKR,18.26
1995,shot put,women,1,Astrid Kumbernuss,GER,21.22
1995,shot put,women,2,Zhihong Huang,CHN,20.04
1995,shot put,women,3,Svetla Mitkova-Sinirtas,BUL,19.56
1995,shot put,women,4,Kathrin Neimke,GER,19.30
1995,shot put,women,5,Xinmei Sui,CHN,19.09
1995,shot put,women,6,Liuhong Zhang,CHN,19.07
1995,shot put,women,7,Ramona Pagel,USA,18.81
1995,shot put,women,8,Stephanie Storp,GER,18.81
1995,shot put,women,9,Connie Price-Smith,USA,18.72
1995,shot put,women,10,Valentina Fedyushina,UKR,18.03
1995,shot put,women,11,Vita Pavlysh,UKR,17.97
1995,shot put,women,12,Irina Korzhanenko,RUS,17.88
1995,discus throw,men,1,Lars Riedel,GER,68.76
1995,discus throw,men,2,Vladimir Dubrovshchik,BLR,65.98
1995,discus throw,men,3,Vasili Kaptyukh,BLR,65.88
1995,discus throw,men,4,Attila Horváth,HUN,65.72
1995,discus throw,men,5,Jürgen Schult,GER,64.44
1995,discus throw,men,6,Adewale Olukoju,NGR,63.66
1995,discus throw,men,7,Alexis Elizalde,CUB,63.28
1995,discus throw,men,8,Dmitriy Shevchenko,RUS,63.18
1995,discus throw,men,9,Robert Weir,GBR,63.14
1995,discus throw,men,10,John Godina,USA,60.84
1995,discus throw,men,11,Mike Buncic,USA,60.24
1995,discus throw,men,12,Stefan Fernholm,SWE,59.52
1995,discus throw,women,1,Ellina Zvereva,BLR,68.64
1995,discus throw,women,2,Ilke Wyludda,GER,67.20
1995,discus throw,women,3,Olga Chernyavskaya,RUS,66.86
1995,discus throw,women,4,Maritza Martén,CUB,64.36
1995,discus throw,women,5,Natalya Sadova,RUS,62.60
1995,discus throw,women,6,Mette Bergmann,NOR,62.48
1995,discus throw,women,7,Franka Dietzsch,GER,61.28
1995,discus throw,women,8,Lyudmila Filimonova,BLR,61.16
1995,discus throw,women,9,Iryna Yatchenko,BLR,60.48
1995,discus throw,women,10,Bárbara Hechavarría,CUB,58.98
1995,discus throw,women,11,Anastasía Kelesídou,GRE,58.96
1995,discus throw,women,12,Daniela Costian,AUS,56.46
1995,hammer throw,men,1,Andrey Abduvaliyev,TJK,81.56
1995,hammer throw,men,2,Igor Astapkovich,BLR,81.10
1995,hammer throw,men,3,Tibor Gécsek,HUN,80.98
1995,hammer throw,men,4,Balázs Kiss,HUN,79.02
1995,hammer throw,men,5,Lance Deal,USA,78.66
1995,hammer throw,men,6,Sergey Alay,BLR,76.66
1995,hammer throw,men,7,Ilya Konovalov,RUS,76.50
1995,hammer throw,men,8,Aleksandr Seleznyov,RUS,76.18
1995,hammer throw,men,9,Raphaël Piolanti,FRA,75.98
1995,hammer throw,men,10,Oleksandr Krykun,UKR,75.52
1995,hammer throw,men,11,Vadim Kolesnik,UKR,75.18
1995,hammer throw,men,12,Marko Wahlman,FIN,73.02
1995,javelin throw,men,1,Jan Zelezný,CZE,89.58
1995,javelin throw,men,2,Steve Backley,GBR,86.30
1995,javelin throw,men,3,Boris Henry,GER,86.08
1995,javelin throw,men,4,Raymond Hecht,GER,83.30
1995,javelin throw,men,5,Dag Wennlund,SWE,82.04
1995,javelin throw,men,6,Mick Hill,GBR,81.06
1995,javelin throw,men,7,Yuriy Rybin,RUS,81.00
1995,javelin throw,men,8,Andreas Linden,GER,80.76
1995,javelin throw,men,9,Aki Parviainen,FIN,79.58
1995,javelin throw,men,10,Andrey Moruyev,RUS,79.14
1995,javelin throw,men,11,Seppo Räty,FIN,78.76
1995,javelin throw,men,12,Harri Hakkarainen,FIN,78.16
1995,javelin throw,women,1,Natalya Shikolenko,BLR,67.56
1995,javelin throw,women,2,Felicia Tilea-Moldovan,ROU,65.22
1995,javelin throw,women,3,Mikaela Ingberg,FIN,65.16
1995,javelin throw,women,4,Heli Rantanen,FIN,65.04
1995,javelin throw,women,5,Joanna Stone-Nixon,AUS,63.74
1995,javelin throw,women,6,Tanja Damaske,GER,62.32
1995,javelin throw,women,7,Isel López,CUB,60.80
1995,javelin throw,women,8,Yekaterina Ivakina,RUS,59.82
1995,javelin throw,women,9,Renata Strašek,SLO,59.10
1995,javelin throw,women,10,Jette Jeppesen,DEN,58.84
1995,javelin throw,women,11,Steffi Nerius,GER,56.50
1995,javelin throw,women,12,Miréla Manjani,ALB,55.56
1995,10 kilometres race walk,women,1,Irina Stankina,RUS,42:13
1995,10 kilometres race walk,women,2,Elisabetta Perrone,ITA,42:16
1995,10 kilometres race walk,women,3,Yelena Nikolayeva,RUS,42:20
1995,10 kilometres race walk,women,4,Sari Essayah,FIN,42:20
1995,10 kilometres race walk,women,5,Larisa Khmelnitskaya,RUS,42:25
1995,10 kilometres race walk,women,6,Rossella Giordano,ITA,42:26
1995,10 kilometres race walk,women,7,Mária Rosza-Urbanik,HUN,42:34
1995,10 kilometres race walk,women,8,Hongyu Liu,CHN,42:46
1995,10 kilometres race walk,women,9,Kerry Saxby-Junna,AUS,43:06
1995,10 kilometres race walk,women,10,Beate Gummelt,GER,43:15
1995,10 kilometres race walk,women,11,Yan Gu,CHN,43:27
1995,10 kilometres race walk,women,12,Valentina Tsybulskaya,BLR,43:34
1995,10 kilometres race walk,women,13,Anna Rita Sidoti,ITA,44:06
1995,10 kilometres race walk,women,14,Olga Kardopoltseva,BLR,44:07
1995,10 kilometres race walk,women,15,Michelle Rohl,USA,44:17
1995,10 kilometres race walk,women,16,Encarna Granados,ESP,44:19
1995,10 kilometres race walk,women,17,Susana Feitor,POR,44:25
1995,10 kilometres race walk,women,18,Natalya Misyulya,BLR,44:27
1995,10 kilometres race walk,women,19,María Graciela Mendoza,MEX,44:44
1995,10 kilometres race walk,women,20,Norica Câmpean,ROU,44:46
1995,10 kilometres race walk,women,21,Tina Poitras,CAN,45:02
1995,10 kilometres race walk,women,22,Teresa Vaill,USA,45:02
1995,10 kilometres race walk,women,23,Anikó Szebenszky,HUN,45:03
1995,10 kilometres race walk,women,24,Debbi Lawrence,USA,45:03
1995,10 kilometres race walk,women,25,Miriam Ramón,ECU,45:04
1995,10 kilometres race walk,women,26,María Vasco,ESP,45:05
1995,10 kilometres race walk,women,27,Anita Liepina,LAT,45:12
1995,10 kilometres race walk,women,28,Maya Sazonova,KAZ,45:13
1995,10 kilometres race walk,women,29,Simone Thust,GER,45:24
1995,10 kilometres race walk,women,30,Janice McCaffrey,CAN,45:41
1995,10 kilometres race walk,women,31,Francisca Martínez,MEX,45:55
1995,10 kilometres race walk,women,32,Sonata Milušauskaité,LTU,45:55
1995,10 kilometres race walk,women,33,Deirdre Gallagher,IRL,46:00
1995,10 kilometres race walk,women,34,Anne Manning,AUS,46:04
1995,10 kilometres race walk,women,35,Lisa Kehler,GBR,46:06
1995,10 kilometres race walk,women,36,Marta Zukowska,POL,46:14
1995,10 kilometres race walk,women,37,Maria del Rosario Sánchez,MEX,46:54
1995,10 kilometres race walk,women,38,Kamila Holpuchová,CZE,47:12
1995,10 kilometres race walk,women,39,Kada Delic,BIH,47:43
1995,10 kilometres race walk,women,40,Kjersti Plätzer,NOR,47:57
1995,10 kilometres race walk,women,41,Giovanna Morejon,BOL,48:18
1995,10 kilometres race walk,women,,Katarzyna Radtke,POL,DQ
1995,10 kilometres race walk,women,,Hongmiao Gao,CHN,DQ
1995,10 kilometres race walk,women,,Kathrin Boyde,GER,DQ
1995,10 kilometres race walk,women,,Tatyana Ragozina,UKR,DNF
1995,20 kilometres race walk,men,1,Michele Didoni,ITA,1:19:59
1995,20 kilometres race walk,men,2,Valentín Massana,ESP,1:20:23
1995,20 kilometres race walk,men,3,Yevgeniy Misyulya,BLR,1:20:48
1995,20 kilometres race walk,men,4,Ilya Markov,RUS,1:21:28
1995,20 kilometres race walk,men,5,Zewen Li,CHN,1:21:39
1995,20 kilometres race walk,men,6,Mikhail Shchennikov,RUS,1:22:16
